full	word_form	original_word_form	complete_word_form_adjusted	ja	reference	first_part	several_hits	country_corpus	speakers_nasjonality 	comments	sentence	free_standing	type_comment	obligatory	discourse_marker	sentence_position	clause_position	position	with_conjunction	conjunction	comma	in_total	listing	nachfolgend_komplett	with_pronoun	negation	continuation_declarative_sentence	wie_xzy_ist/sind	EH-type	beischeid_wissen	xzy_besser_wissen	genauso_wissen	alles_wissen	xzy_sowieso_wissen	schon_wissen	zuviel_wissen	selber_wissen			
" Hastige Schritte durchbrechen die Stille. Vorn rechts bleibt der Mann stehen, entzündet ein Licht, hebt den Blick. „Woasst eh“, höre ich ihn sagen. Du weißt, was los ist, Antonius, jetzt, hier, übersetze ich die Worte für mich. Unfreiwillig bin ich zur Zeugin seines Gebets geworden; drehe mich zur Seite weg, weil ich diesen kurzen Augenblick „Auf Du und Du“ nicht stören will. „Woasst eh“ heißt bei einer evangelischen Pfarrerin von den Philippinen „you know“. Du weißt Bescheid, Gott. Zwei Worte, in denen alles Denkbare verborgen liegen kann: besorgt bin ich, verängstigt, dankbar, wie leer vor lauter Traurigkeit, völlig verunsichert, glücklich oder schlicht hilflos. Ein Blick nach oben, ein Stoßseufzer zum Himmel – wie gut, wenn es ein Gegenüber gibt, an das ich mich vertrauensvoll wenden kann, ganz ohne Furcht, dass irgendein Mensch ohne (RHZ14/JAN.07592 Rhein-Zeitung, 10.01.2014, S. 12; Herr, du kennest mich )"	woasst eh	woasst eh	woasst eh	0	Rhein-Zeitung	RHZ14		DE	AT?		„Woasst eh“ heißt bei einer evangelischen Pfarrerin von den Philippinen „you know“.	1	frei / ausdruck	?	0				0		0				0		0	0		0	0	0	0	?	0	0	0	0		
"nicht mit ihm rechnest, dann is er auf oamoi do, hallo, grüß Gott, do bin i. Der Assinger, der woaß, dass wenn a si foisch einelegt, dann kriagt er nix zruck von da Streckn, der losstn obe, der losstn oiwei suppaguat obe, weil der Assinger, der woaß, dass wenn er die Fliehkräfte dabändigt, dann is er schnöö. Der Assinger foat megaclever üba jede Wöön, und der mocht si net schwoch, der foat nia am Tua vorbei. Der Assinger, der kriagt kaane Gnackwatschn, weil der is nämlich, woaßt eh, koa Nosnbohra. (U14/FEB.02538 Süddeutsche Zeitung, 17.02.2014, S. 29; MITARBEITER DES TAGES )"	woasst eh	woaßt eh	woabt eh	0	Süddeutsche Zeitung	U14		DE			Der Assinger, der kriagt kaane Gnackwatschn, weil der is nämlich, woaßt eh, koa Nosnbohra	0	eingebettet	0	1	middle	middle	middle	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
In diesem Fall bedeutet das: zuerst Atlantis nach Platon im engeren Sinn, danach Atlantis im weiteren Sinn, also unter anderen Blickwinkeln und Perspektiven. Natürlich nur sofern diese Thesen genügend relevant sind, also nicht die Story von Herrn Uwe W. aus L., der sagt „Atlantis war in meinem Vorgartenteich, alles haarklein so wie bei Plato, Mikromus gleich Makromus, woaßt' eh, und an Plato hat's da hinbeamt, zeit- und raumreisenmäßig - flashback, verstehst? Und dann ist ein Minikomet in den Gartenteich pfeilgrad eingschlagen und der arme Platon mittendrin, bis der Flash aus war - nur danach hat er Schiß gekriegt, dass die anderen Philosophen ihn auslachen wenn er's verzählt, woaßt wiri moan? Eben. Und drum hat er so do, als hätt' er des alles nur vo irgadwem gehört, aber hat's loswerden müssen, es war einfach zu krass, checkstas?“ - also (WDD11/A12.38529: Diskussion:Atlantis/Archiv2, In: Wikipedia - URL:http://de.wikipedia.org/wiki/Diskussion:Atlantis/Archiv2: Wikipedia, 2011 )	woasst eh	woaßt eh	woabt eh	0	Wikipedia 	WDD11		DE			Atlantis war in meinem Vorgartenteich, alles haarklein so wie bei Plato, Mikromus gleich Makromus, woaßt' eh, und an Plato hat's da hinbeamt, zeit- und raumreisenmäßig - flashback, verstehst?	0	eingebettet	0	1	final	final	middle	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"In diesen Tagen muss Hans-Georg ""Katsche"" Schwarzenbeck hinter dem Tisch seines kleinen Schreibwarenladens im Münchner Stadtviertel Au wieder oft erzählen, von damals, von jenem Tag im Mai 1974. ""Woasst eh, wies is. I hab eifach draufghaut"", sagt er jenen, die danach fragen. Ein Schuss aus fast 40 Metern war es im Heyselstadion von Brüssel gewesen, verzweifelt in den letzten Sekunden des Meistercupfinals gegen Atletico Madrid, und er hatte für Bayern München das späte 1:1 in der Verlängerung und damit ein Wiederholungsspiel gebracht. Bayern siegte dann 4:0, und damit begann für die Münchner die grosse Zeit im europäischen Fussball, mit drei Siegen im Meistercup nacheinander. (E99/MAI.13748 Tages-Anzeiger, 26.05.1999, S. 49, Ressort: Sport; Zurück durch die grosse Tür )"	woasst eh	woasst eh	woasst eh	0	Tages-Anzeiger	E99	II	CH	Bay		Woasst eh, wies is	0	eingebettet	1	0				0		0				0		wie	1		0	0	0	0	0	0	0	0	0		
"De zwoa Nußbam ba da Reib, woaßt eh, ban Kreuzhuabahof, de hams a fertn gschlagn. (N92/SEP.33279 Salzburger Nachrichten, 10.09.1992; Netta ""Tschüs"" und ""Okay"" )"	woasst eh	woaßt eh	woabt eh	0	Salzburger Nachrichten	N92		AT			De zwoa Nußbam ba da Reib, woaßt eh, ban Kreuzhuabahof, de hams a fertn gschlagn.	0	eingebettet	0	1	middle	if	middle	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
" Das übliche Prozedere einer Wallfahrt, die gemeinsame Prozession mit Gebet, der Verzicht auf Reisebequemlichkeit entfällt also im Falle Altötting. Aber die B...bacherinnen verstehen sich darauf, auch im Bus irdische Themen mit Ewigseligmachendem derart zu verquicken, daß zu guter Letzt eine Litanei daraus wird. Im Morgendunst wird die Feste Kufstein sichtbar. ""Warum is aft Wetti nit da"", fragt die Frau des Bürgermeisters über die Schulter. ""Woaßt eh, zwegn m Buam"" ruft die Postwirtin von hinten. ""Hats eam no nit ins Heim tan?"" ""Na Bua, des tat Wetti nia!"" Als der Bus das Inntaldreieck passiert, ist die Wetti zum Thema erhoben, mal solo, mal im Chor evozieren die Wallfahrerinnen ihr Los: Sauber is gwesen, jeden hätts haben können, aber nein, an armen Schlucker vom Wildbach hats gnommen. Drei Kinder in vier Jahren hat er ihr gmacht, dann is er ins Holz gangen und hat sich von einer fallenden Feichten derschlagen lassen. (O99/JAN.11076 Neue Kronen-Zeitung, 27.01.1999, S. 18; Die Wallfahrt )"	woasst eh	woaßt eh	woabt eh	0	Neue Kronen-Zeitung, 	O99		AT		antw	Woaßt eh, zwegn m Buam	0	eingebettet	0	1	initial	initial	initial	0		0			answer - complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Meischberger: Du, warum i di anruf! Du woaßt doch, doss i a kloanes Problem hab im Moment. Wie hast du dos eigentlich damals gmacht? Woaßt eh, de Gschicht, wo s’ dann bei dir gstierlt ham ...  (PRF11/JAN.00062 profil, 03.01.2011, S. 96; Protokollchefs )"	woasst eh	woaßt eh	woabt eh	0	profil	PRF11		AT			Woaßt eh, de Gschicht, wo s’ dann bei dir gstierlt ham ...  	0	eingebettet	0	1	initial	initial	initial	0		0			incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"""Woaßt eh, jeder is a bisserl nervös, koaner woaß, wo er steht."" Typisch tirolerisch, typisch zurückhaltend, dieser Klaus Sulzenbacher, der am Wochenende in Strbske Pleso (SFR) bereits in seine neunte Weltcup-Saison springt und rennt. Der 26jährige ist aber überzeugt davon, seinen Kombinationssinn weiter geschärft zu haben. Auf der Loipe habe er weiter Terrain gutgemacht. ""Und gesprungen bin ich so gut wie seit Jahren nicht."" (P91/DEZ.10495 Die Presse, 13.12.1991; Geschärfter Kombinationssinn )"	woasst eh	woaßt eh	woabt eh	0	Die Presse	P91		AT			Woaßt eh, jeder is a bisserl nervös, koaner woaß, wo er steht.	0	eingebettet	0	1	initial	initial	initial	0		0			complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Die Übermacht des Japaners und sein erster Fehler bei dieser Tournee kosteten Goldberger den Heimsieg. Nach dem ersten Sprung saß er minutenlang am Gegenhang, grübelte. ""Ich war am Tisch viel zu spät"", erklärte er dann, ""ich war zwar hoch, aber dann hatte ich zuwenig Geschwindigkeit."" Resultat: 102m, nur Rang fünf vor dem Finale. ""Woaßt eh"", sagte er später, ""der zweite war viel besser. I hab' voll riskieren müssen. Und i moa', es is auf'gangen."" Für Funaki freilich sei's ""net recht spannnend g'wen"". Der Japaner schwärmte lediglich vom ""guten Gefühl"", das er gehabt, vom Spaß, den ihm der Bergisel bereitet habe. (P95/JAN.00477 Die Presse, 05.01.1995; Textillehrling ""strickte"" meisterliches Muster )"	woasst eh	woaßt eh	woabt eh	0	Die Presse	P95		AT			"Woaßt eh"", sagte er später, ""der zweite war viel besser. "	0	eingebettet	0	1	initial	initial	initial	0		0			complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Andi Goldberger: ""Woaßt eh, i' muaß a' weng bluffen..."" (P95/FEB.04254 Die Presse, 08.02.1995; ""Es war ein Bluff - aber ein ungewollter..."" )"	woasst eh	woaßt eh	woabt eh	0	Die Presse	P95		AT			Woaßt eh, i' muaß a' weng bluffen...	0	eingebettet	0	1	initial	initial	initial	0		0			complete	0		0	0		0	0	0	0	0	0	0	0	0		
"""Nix. Es ist da oben ziemlich windig, woaßt eh, die Bedingungen sind dort immer recht schwierig. Diesmal war's ein Scheiß'."" (P95/FEB.04254 Die Presse, 08.02.1995; ""Es war ein Bluff - aber ein ungewollter..."" )"	woasst eh	woaßt eh	woabt eh	0	Die Presse	P95		AT			Es ist da oben ziemlich windig, woaßt eh, die Bedingungen sind dort immer recht schwierig. 	0	eingebettet	0	1	middle	if	middle	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
" Da hätte er das Selbstvertrauen getankt, das er ihn bis Oberstdorf begleitete. Nur in Falun sei er kurzfristig ins Tief gehüpft, da war ich ein bisserl g'schlaucht, ist mir alles zuviel 'worden. Eine Krise, die er in Lillehammer triumphal meisterte. Dort begann die Serie, die Goldberger bis Thunder Bay und zur WM, die am 9. März beginnt, zu verlängern hofft. Aber woaßt eh - bei der WM gibt's immer Überraschungssieger, da brauchst a Fett'n. Er läßt sich dadurch freilich nicht aus der Ruhe bringen, vertraut weiter auf das Ritual, mit dem er sich auf Sprünge vorzubereiten pflegt, auf eine fernöstliche Medidationstechnik namens Qi Gong. Über Eventualitäten zerbricht er sich gar nicht den Kopf. Springen mußt eh, so Goldberger, der sich weder von Wind, Wetter, noch durch eine verschleppte Grippe aus der Flugbahn werfen ließ. (P95/FEB.06413 Die Presse, 27.02.1995, Ressort: Sport; Mit Dreipunkt-Landung die Konkurrenz gerupft )"	woasst eh	woaßt eh	woabt eh	0	Die Presse	P95		AT			Aber woaßt eh - bei der WM gibt's immer Überraschungssieger, da brauchst a Fett'n. 	0	eingebettet	0	1	initial	initial	initial	1	aber	C			complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Am Anfang war es ja noch lustig. «Okay, Boomer», sagten die Jungen, wenn sie von den Alten Ratschläge erhielten, die sie gar nicht hören wollten. Schon gut, Grosi, lass mich in Ruhe, hiess das übersetzt. Du weisst eh nicht, was läuft.  (E25/JUL.01179 Tages-Anzeiger, 31.07.2025; Ein Lob auf die Schweizer Boomer )"	weisst eh	weisst eh	weisst eh	0	Tages-Anzeiger	E25		CH			Du weisst eh nicht, was läuft.  	0	eingebettet	1	0				0		0				1		was	0	de	0	0	0	0	0	0	0	0	0		
"Zurzeit sitzt der 46-Jährige bereits in Haft. Das Urteil des Landgerichts Mannheim wurde gestern einbezogen. Ebenfalls ein Fall von Nötigung: Für Bruder und Schwägerin hatte der 1,86-Meter-Mann von einem weiteren Geschäftsbeteiligten in der Firma für Forderungsmanagement und -eintreibung die Übertragung einer Internetdomaine handfest gefordert: „Die Kauleiste muss weg, mindestens ein halbes Jahr Krankenhaus. Und wenn du draufgehst, macht das nichts. Du weißt eh zuviel.“ Der so Bedrohte litt noch Monate unter Angstzuständen. (BRZ06/OKT.04377 Braunschweiger Zeitung, 10.10.2006; Mit der Axt durch die Scheibe: Ein Jahr Haft für Inkassomann )"	weisst eh	weißt eh	weibt eh	0	Braunschweiger Zeitung	BRZ06		DE			Du weißt eh zuviel.	0	eingebettet	1	0				0		0				1		0	0	de	0	0	0	0	0	0	1	0	0		
(Abg. Waldhäusl: Du weißt eh warum? Wer in der Regierung    (PNO/W15.00045 Sitzungsbericht der 45. Sitzung der Tagung 2001/02 der XV. Gesetzgebungsperiode des Landtages von Niederösterreich. Donnerstag, den 31. Jänner 2002. Plenarprotokoll, Sankt Pölten (AT), 2002 )	weisst eh	weißt eh	weibt eh	0	Sitzungsbericht der 45. Sitzung der Tagung 2001/02 der XV. Gesetzgebungsperiode des Landtages von Niederösterreich	PNO		DE	AT	frage	Du weißt eh warum? 	0	eingebettet	1	0				0		0				1		warum	0		0	0	0	0	0	0	0	0	0		
Und wenn du sagst, Kollege Schneeberger, alles was „pickt“ das stimmt, dann weißt eh selber wie nicht das stimmt. Brauchen wir gar nicht weiter reden. (PNO/W16.00033 Sitzungsbericht der 33. Sitzung der Tagung 2005/06 der XVI. Gesetzgebungsperiode des Landtages von Niederösterreich. Donnerstag, den 30. März 2006. Plenarprotokoll, Sankt Pölten (AT), 2006 )	weisst eh	weißt eh	weibt eh	0	Sitzungsbericht der 33. Sitzung der Tagung 2005/06 der XVI. Gesetzgebungsperiode des Landtages von Niederösterreich	PNO		DE	AT		Und wenn du sagst, Kollege Schneeberger, alles was „pickt“ das stimmt, dann weißt eh selber wie nicht das stimmt.	0	eingebettet	1	0				0	dann	,w				0		wie	0		0	0	0	0	0	0	0	1	0		
(Abg. Waldhäusl: Erklärst du das dem Mitterlehner auch? Weißt eh, wer das ist?)    (PNO/W17.00038 Sitzungsbericht der 38. Sitzung der Tagung 2010/11 der XVII. Gesetzgebungsperiode des Landtages von Niederösterreich. Donnerstag, den 19. Mai 2011. Plenarprotokoll, Sankt Pölten (AT), 2011 )	weisst eh	weißt eh	weibt eh	0	Sitzungsbericht der 38. Sitzung der Tagung 2010/11 der XVII. Gesetzgebungsperiode des Landtages von Niederösterreich	PNO		DE	AT	frage	Weißt eh, wer das ist?	0	eingebettet	1	0				0		0				0		wer	0		0	0	0	0	0	0	0	0	0		
In dieser Begleitnovelle ist alles geregelt. Gottfried, ich habe es dir eh schon gesagt, du bekommst von mir heute für deine Zwischenrufe die zweite Gelbe. Und weißt eh, was das im Fußball bedeutet: Zweimal gelb ist rot! (PNO/W17.00053 Sitzungsbericht der 53. Sitzung der Tagung 2011/12 der XVII. Gesetzgebungsperiode des Landtages von Niederösterreich. Donnerstag, den 5. Juli 2012. Plenarprotokoll, Sankt Pölten (AT), 2012 )	weisst eh	weißt eh	weibt eh	0	Sitzungsbericht der 53. Sitzung der Tagung 2011/12 der XVII. Gesetzgebungsperiode des Landtages von Niederösterreich	PNO		DE	AT		Und weißt eh, was das im Fußball bedeutet: Zweimal gelb ist rot! 	0	eingebettet	1	0				1	und	C				0		was	0		0	0	0	0	0	0	0	0	0		
"""Ob's am Ende klappt, weißt' eh nie"", wiederholt Constantini dabei gebetsmühlenartig. Zu großen Erwartungsdruck will der Trainer nicht schüren - und etwaigen (in Richtung eines Aufstiegsplatzes zielenden) Hochrechnereien keinen Vorschub leisten. ""Davon bin ich absolut kein Freund. Da hat man dich zu schnell am Krawatterl, und du kriegst am Ende eins aufs Dacherl."" (RHZ98/JAN.59145 Rhein-Zeitung, 31.01.1998; Kompliziert wird Fußball durch den Gegner )"	weisst eh	weißt eh	weibt eh	0	Rhein-Zeitung	RHZ98		DE			"Ob's am Ende klappt, weißt' eh nie"", wiederholt Constantini dabei gebetsmühlenartig. "	0	eingebettet	1	0				0		0				0	1	0	0		0	0	0	0	0	0	0	0	0		
"Und doch gibt es Stimmen, die in dem Streit bereits den Sündenfall der Bewegung sehen. Panrudimentarier Kevin M. mahnt: ""Beide Seiten werden mir viel zu deutlich. Da wird ja richtig argumentiert. Das lehnen wir ab. Wir müssen einen Schritt weiter gehen. Wir müssen nicht nur aufhören, uns genau zu informieren, nein, wir müssen es auch schaffen, uns ungenau auszudrücken. Lediglich Ausdrücke wie 'so, na ja, irgendwie, schaumamal, weißt eh' oder 'in etwa' sollten benutzt werden. Wir wenden uns gegen die Diktatur der Deutlichkeit! Natürlich hat uns das den Vorwurf eingebracht, die Nähe der Kanzlerin zu suchen. Aber das ist unfair - die kopiert uns und nicht wir sie. Die verschleiert ja Inhalte, wir haben erst gar keine. Das ist doch ...weißt eh, so irgendwie ...""  (T14/AUG.03594 die tageszeitung, 30.08.2014, S. 40; Rigoroser Rudimentarismus )"	weisst eh	weißt eh	weibt eh	0	die tageszeitung	T14		DE			Lediglich Ausdrücke wie 'so, na ja, irgendwie, schaumamal, weißt eh' oder 'in etwa' sollten benutzt werden.	0	liste/ausdruck	?	0				0		0				0		0	0		0	0	0	0	0	0	0	0	0		
" Lediglich Ausdrücke wie 'so, na ja, irgendwie, schaumamal, weißt eh' oder 'in etwa' sollten benutzt werden. Wir wenden uns gegen die Diktatur der Deutlichkeit! Natürlich hat uns das den Vorwurf eingebracht, die Nähe der Kanzlerin zu suchen. Aber das ist unfair - die kopiert uns und nicht wir sie. Die verschleiert ja Inhalte, wir haben erst gar keine. Das ist doch ...weißt eh, so irgendwie ...""  (T14/AUG.03594 die tageszeitung, 30.08.2014, S. 40; Rigoroser Rudimentarismus )"	weisst eh	weißt eh	weibt eh	0	die tageszeitung	T14		DE			Das ist doch ...weißt eh, so irgendwie ...	0	eingebettet	0	1	middle	middle	middle	0		0	incomplete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"sie aber alle da sein, wenn ihr Freund und Landsmann Franz Weber sich in die Hochgeschwindigkeitsstrecke von Les Arcs stürzt und um den Sieg kämpft. Schwarzenegger wird ihn fitgemacht haben, Klammer technisch auf Vordermann gebracht, binnen 24 Stunden natürlich. Und Hinterseer wird im Auftrag des ORF darüber objektiv berichten. Wir sind bei Olympia - betreiben die Herren etwa PR? 'A bissl schon', sagt Hansi Hinterseer und lacht, 'wir Österreicher müssen zusammenhalten, weißt' eh'. Geschäftlich, versteht sich. Als Beruf gibt Franz Weber 'Sportpromoter' an und als Wohnort Reno/Nevada. (U92/FEB.04809 Süddeutsche Zeitung, 21.02.1992, S. 0; Zwischen Temporausch und Bratpfanne )"	weisst eh	weißt eh	weibt eh	0	Süddeutsche Zeitung, 	U92		DE	AT		wir Österreicher müssen zusammenhalten, weißt' eh	0	eingebettet	0	1	final	final	final	0		0	complete			0		0	0		0	0	0	0	0	0	0	0	0		
"Öffentlich kann Babbel zu Houlliers Vorwürfen nichts sagen, sein Vertrag läuft noch drei Jahre, er will keine fristlose Kündigung riskieren. „Aber Du weißt eh, wie’s ist.” Wie es ist: Im November scheint Babbel endlich seinen Stammplatz zurückzukriegen, doch als er nach zwei passablen Partien Schwäche zeigt, wechselt ihn Houllier frühzeitig aus – nicht einmal, sondern dreimal hintereinander. Babbel fühlt sich gegängelt. Er ist 30, Europameister; am Tag nach dem Spiel gegen Villa sagt er es Houllier: „Das können Sie mit einem 18-Jährigen machen, aber nicht mit mir!” (U03/MAI.02589 Süddeutsche Zeitung, 16.05.2003, S. 31; Bitteres Ende eines schönen Märchens )"	weisst eh	weißt eh	weibt eh	0	Süddeutsche Zeitung, 	U03		DE			Aber Du weißt eh, wie’s ist.	0	eingebettet	1	0				1	aber	C				1		wie	1		0	0	0	0	0	0	0	0	0		
"Genau. Und irgendwas kam dann ja auch. Also ich versuche heute als Vater eher den Druck wegzunehmen und sag zu ihm: Komm, du weißt eh nicht, wie das Leben spielt, jetzt mach dir mal nicht so viel Druck. (U97/JUL.48720 Süddeutsche Zeitung, 30.07.1997, S. 35, Ressort: M; . )"	weisst eh	weißt eh	weibt eh	0	Süddeutsche Zeitung, 	U97		DE			Komm, du weißt eh nicht, wie das Leben spielt, jetzt mach dir mal nicht so viel Druck.	0	eingebettet	1	0				0		0				1	1	wie	0		0	0	0	0	0	0	0	0	0		
"Je älter man wird, desto größer wird das Reservoir, aus dem man da schöpft. Weißt du noch, sagt man dann vielleicht, der Wundersturm von 1860 im 67er Jahr, damals, als der Radi noch im Tor stand? Heiß, Grosser, Brunnenmeier, Küppers, Rebele. Fünf Nationalspieler, fünf Genies. Die Rebeles, muß man dann noch anfügen, haben damals gleich neben mir in der Dreimühlenstraße gewohnt. Und der Brunnenmeier, weißt eh, der war doch aus Olching, ganz in der Nähe von da, wo ich heute wohne. Manchmal sieht man ihn noch am Bahnhofskiosk. (U98/JUN.39993 Süddeutsche Zeitung, 06.06.1998, S. 901, Ressort: SZ;  Wenn das All zum Ball wird )"	weisst eh	weißt eh	weibt eh	0	Süddeutsche Zeitung, 	U98		DE			Und der Brunnenmeier, weißt eh, der war doch aus Olching, ganz in der Nähe von da, wo ich heute wohne.	0	eingebettet	0	1	middle	if	middle	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
" Vier Runden vor Schluss hat Salzburg sechs Punkte Vorsprung auf Rapid und das bessere Torverhältnis. „Wenn wir so spielen wie heute, werden wir nicht mehr oft verlieren“, sagt Stevens und lacht. Es ist der Beginn einer Pressekonferenz, die schon nach wenigen Minuten Züge eines Stegreifkabaretts annimmt. Am Ende wird Stevens aufstehen und einem Journalisten seinen Platz auf dem Podium anbieten. „Komm her, du weißt eh’ alles besser.“ (U10/APR.03584 Süddeutsche Zeitung, 26.04.2010, S. 26; Kabarett mit Huub Stevens )"	weisst eh	weißt eh	weibt eh	0	Süddeutsche Zeitung, 	U10		DE			Komm her, du weißt eh’ alles besser	0	eingebettet	1	0				0		0				1		0	0		0	1	0	0	0	0	0	0	0		
